Date,Open,High,Low,Close,Volume
2007-04-02,23535.3,23595.7,23448.8,23554.4,4462096
2007-04-03,23626.3,23801.6,23624.9,23655.2,6053005
2007-04-04,23781.2,23934.3,23693.7,23871.2,10744476
2007-04-05,23958.2,23967.0,23712.9,23956.2,7672365
2007-04-06,23951.2,24040.0,23920.2,23962.2,1486004
2007-04-10,23963.3,24212.1,23856.2,24195.5,9772547
2007-04-11,24256.8,24496.9,24194.5,24383.2,10225387
2007-04-12,24291.2,24415.3,24184.7,24297.6,6904516
2007-04-13,24385.1,24798.4,24385.1,24779.9,9174013
2007-04-16,24819.9,25181.2,24819.9,25181.2,6993782
2007-04-17,25158.9,25172.4,24931.2,24991.2,10263395
2007-04-18,24970.8,25415.3,24970.5,25228.5,17639988
2007-04-19,25031.0,25410.3,24775.9,25410.3,10564934
2007-04-20,25641.2,25935.3,25596.5,25828.8,12432932
2007-04-23,25993.0,26059.7,25621.5,25657.9,8388157
2007-04-24,25901.4,25910.8,25479.3,25519.0,9070402
2007-04-25,25555.4,25688.3,25372.8,25605.1,9531112
2007-04-26,25896.8,25902.8,25457.4,25457.4,7696993
2007-04-27,25432.7,25600.3,25290.0,25424.8,4347678
2007-05-02,25534.2,25665.0,25477.8,25585.1,5825057
2007-05-03,25683.2,25782.3,25396.3,25585.5,6913676
2007-05-04,25658.4,26073.9,25610.2,25913.8,9754581
2007-05-07,26044.2,26089.9,25866.8,26089.9,4590064
2007-05-08,26033.8,26033.8,25625.4,25670.6,7033381
2007-05-09,25734.8,25894.8,25734.8,25842.9,9828134
2007-05-10,25895.3,26263.3,25895.3,26246.7,7678639
2007-05-11,25944.4,26187.1,25718.6,25955.8,10759785
2007-05-14,26157.7,26222.7,25999.3,26100.3,11047687
2007-05-15,25921.5,25957.0,25735.6,25884.7,14531552
2007-05-16,25855.8,25856.0,25546.4,25546.4,4458910
2007-05-17,25822.9,25886.5,25624.3,25687.3,4773372
2007-05-18,25720.1,26008.3,25720.1,25880.2,6009427
2007-05-21,25965.9,25987.0,25610.2,25705.2,4594545
2007-05-22,25776.2,25900.6,25647.6,25855.8,7833801
2007-05-23,25984.0,26144.0,25914.9,26011.9,7128398
2007-05-24,26006.4,26024.0,25734.3,25946.0,7551115
2007-05-25,25713.8,25932.8,25674.9,25843.2,3555285
2007-05-29,26035.4,26118.3,25932.6,26027.8,2484860
2007-05-30,25803.5,26076.2,25734.2,25981.9,3986385
2007-05-31,26211.8,26751.3,26125.2,26706.2,8730294
2007-06-01,26760.0,27013.0,26754.4,27002.5,7958619
2007-06-04,26955.6,27038.3,26574.8,26658.7,4957544
2007-06-05,26811.5,26962.2,26603.9,26729.1,5370921
2007-06-06,26699.6,26780.6,26457.2,26517.9,3773646
2007-06-07,26549.9,26665.8,26278.7,26435.3,5152460
2007-06-08,26162.2,26438.1,25985.7,26050.0,7971072
2007-06-11,26285.0,26335.8,26190.5,26322.3,4802435
2007-06-12,26326.6,26432.0,26166.7,26292.4,4577926
2007-06-13,26202.9,26504.1,26136.2,26496.8,5749562
2007-06-14,26780.6,26803.8,26591.2,26753.8,6848408
2007-06-15,26898.7,27038.1,26646.1,26844.8,9536183
2007-06-18,27026.1,27184.9,26668.8,26682.2,4972642
2007-06-19,26772.6,26875.2,26511.7,26565.8,4388279
2007-06-20,26684.4,26896.3,26684.2,26762.2,4704727
2007-06-21,26670.4,26838.9,26622.5,26778.8,3771400
2007-06-22,26763.2,27668.5,26754.7,27664.2,6704990
2007-06-25,28001.4,28604.9,27994.1,28604.9,6992065
2007-06-26,28561.6,29608.8,28267.6,29441.8,15203115
2007-06-27,29176.8,29176.8,28410.1,28565.5,8195556
2007-06-28,28555.1,28797.1,28431.4,28786.3,12247349
2007-06-29,28723.8,28944.2,28614.2,28929.7,9020702
2007-07-02,28931.6,28984.8,28693.8,28984.8,7024142
2007-07-03,29336.4,29540.4,29297.1,29305.8,9299218
2007-07-04,29282.0,29741.4,29267.7,29408.9,8562407
2007-07-05,29506.0,29567.1,29027.2,29159.2,7775567
2007-07-06,29134.5,29360.6,29006.7,29173.2,3570426
2007-07-09,29339.2,29431.2,29155.7,29265.8,4379629
2007-07-10,29239.6,29360.8,28871.1,28986.0,6865044
2007-07-11,28798.1,29005.5,28571.7,28831.4,5381095
2007-07-12,29217.5,29393.6,29003.7,29242.2,5747269
2007-07-13,29615.8,29687.0,29334.9,29687.0,4356610
2007-07-16,29670.8,30005.1,29469.2,30005.1,2912778
2007-07-17,30025.2,30025.2,29697.8,29840.9,7975993
2007-07-18,29751.4,29953.6,29617.5,29893.5,11308968
2007-07-19,29982.1,30059.3,29855.7,29984.4,10524793
2007-07-20,30015.8,30029.1,29745.4,29790.8,8921209
2007-07-23,29675.6,30118.1,29575.9,30118.1,7646972
2007-07-24,30051.4,30132.3,29713.6,29713.6,12794596
2007-07-25,29441.6,29496.4,29011.6,29337.7,9539550
2007-07-26,29314.7,29373.2,28685.5,28868.4,10803601
2007-07-27,28784.9,29349.4,28512.8,29027.4,9603303
2007-07-30,28965.2,29308.5,28830.8,28830.8,4878310
2007-07-31,29116.0,29310.8,29071.7,29264.9,5516868
2007-08-01,28526.8,28897.3,28315.4,28854.5,5636635
2007-08-02,28978.7,29191.5,28863.3,29000.0,7852857
2007-08-03,28964.8,29075.8,28483.3,28483.3,5896067
2007-08-06,28296.6,28454.9,28021.2,28021.2,8175143
2007-08-07,28414.6,28683.2,28161.8,28308.3,9215496
2007-08-08,28571.3,28586.1,28197.6,28520.5,7867206
2007-08-09,28664.0,28692.9,27826.3,28042.9,10017774
2007-08-10,27665.5,27754.6,27275.0,27520.9,7157364
2007-08-13,27689.2,27963.2,27547.9,27884.5,4373995
2007-08-14,27677.5,27699.8,27443.5,27485.1,6317417
2007-08-15,27207.5,27362.7,26829.9,27017.4,9791367
2007-08-16,26665.0,26694.4,25836.7,25894.6,13293998
2007-08-17,25599.4,26327.7,25264.4,25558.2,14418982
2007-08-21,26143.7,26143.7,25286.1,25633.4,7861781
