Date,Open,High,Low,Close,Volume
2007-06-26,1381.21,1385.21,1381.21,1385.21,305798
2007-06-27,1391.31,1391.41,1384.91,1390.51,303676
2007-06-28,1392.33,1400.19,1392.33,1400.17,254981
2007-06-29,1401.33,1413.03,1401.33,1411.61,169191
2007-07-02,1411.77,1434.12,1411.77,1433.29,9766092
2007-07-03,1437.87,1468.79,1437.87,1468.79,7490314
2007-07-04,1486.33,1498.59,1486.33,1498.59,933695
2007-07-05,1508.53,1515.16,1492.8,1495.13,407887
2007-07-06,1509.11,1509.11,1490.11,1502.37,251951
2007-07-09,1509.13,1520.71,1509.13,1520.71,291045
2007-07-10,1521.46,1529.16,1521.46,1524.64,114465
2007-07-11,1536.1,1536.92,1531.27,1534.74,818495
2007-07-12,1547.4,1549.81,1543.43,1543.43,745689
2007-07-13,1536.52,1538.46,1527.27,1527.27,869203
2007-07-16,1525.88,1525.88,1516.76,1519.93,95439
2007-07-17,1519.59,1519.59,1500.26,1500.26,90649
2007-07-18,1497.35,1497.35,1481.26,1483.3,128851
2007-07-19,1482.08,1491.76,1481.56,1489.68,98306
2007-07-20,1490.67,1492.66,1487.55,1489.76,105498
2007-07-23,1490.68,1506.58,1487.87,1505.05,95545
2007-07-24,1515.88,1524.43,1514.35,1524.43,229265
2007-07-25,1538.18,1545.29,1530.97,1545.29,208984
2007-07-26,1555.97,1573.89,1555.73,1573.89,144365
2007-07-27,1573.42,1573.9,1542.5,1542.84,292050
2007-07-30,1542.61,1553.81,1542.6,1544.99,115236
2007-07-31,1554.66,1569.7,1551.29,1569.7,230835
2007-08-01,1572.11,1572.11,1564.93,1568.16,91573
2007-08-02,1572.64,1610.37,1572.64,1610.35,400127
2007-08-03,1617.83,1617.83,1596.91,1604.84,300030
2007-08-06,1611.11,1611.58,1594.03,1594.12,485423
2007-08-07,1604.43,1607.24,1602.63,1602.89,667612
2007-08-08,1608.55,1611.68,1606.39,1606.68,49138
2007-08-09,1596.73,1598.01,1588.96,1588.96,432416
2007-08-10,1587.49,1589.88,1576.16,1579.23,295421
2007-08-13,1579.76,1579.76,1564.21,1564.21,99265
2007-08-14,1560.84,1566.61,1557.46,1566.61,289371
2007-08-15,1566.61,1574.7,1566.61,1573.92,132965
2007-08-16,1573.21,1578.0,1564.27,1569.12,692899
2007-08-17,1559.6,1559.6,1531.66,1531.97,260161
2007-08-20,1536.56,1552.58,1536.56,1551.29,155880
2007-08-21,1553.54,1559.06,1553.54,1554.06,119832
2007-08-22,1553.21,1553.79,1549.45,1549.45,169658
2007-08-23,1549.55,1550.77,1546.89,1550.52,299299
2007-08-24,1552.36,1557.52,1551.67,1555.08,173188
2007-08-27,1557.88,1564.98,1556.68,1564.98,128000
2007-08-28,1566.21,1580.76,1565.12,1579.52,107147
2007-08-29,1581.1,1587.34,1581.1,1583.48,261719
2007-08-30,1587.01,1594.17,1587.01,1593.67,133276
2007-08-31,1593.67,1608.22,1593.67,1606.46,292042
2007-09-03,1606.46,1611.79,1605.62,1605.62,98807
2007-09-04,1602.27,1611.53,1600.86,1610.47,234073
2007-09-05,1612.26,1619.18,1610.55,1619.14,1539928
2007-09-06,1619.14,1619.14,1619.14,1619.14,972313
2007-09-07,1619.14,1619.14,1619.14,1619.14,1539928
2007-09-10,1635.84,1635.84,1625.95,1627.09,105562
2007-09-11,1677.35,1681.83,1658.26,1658.26,179087
2007-09-12,1658.26,1658.26,1636.09,1636.09,385959
2007-09-13,1633.66,1638.73,1633.56,1637.4,202888
2007-09-14,1648.55,1667.35,1648.55,1665.12,148151
2007-09-17,1684.5,1691.78,1682.9,1687.25,127710
2007-09-18,1687.25,1701.15,1687.25,1701.15,972313
2007-09-19,1707.62,1725.65,1707.62,1725.65,341644
2007-09-20,1743.18,1746.73,1739.13,1745.13,3429410
2007-09-21,1747.09,1781.25,1747.09,1781.25,399362
2007-09-24,1783.56,1786.58,1783.34,1785.61,205183
2007-09-25,1789.6,1795.01,1789.38,1792.06,314130
2007-09-26,1802.93,1820.49,1802.93,1820.27,248369
2007-09-27,1830.14,1839.51,1828.2,1839.43,345680
2007-09-28,1840.43,1849.68,1834.81,1849.68,183769
2007-10-01,1851.62,1863.89,1851.62,1861.52,286373
2007-10-02,1876.48,1904.8,1876.48,1903.68,589822
2007-10-03,1926.06,1942.61,1926.06,1941.56,337592
2007-10-04,1948.27,1954.5,1948.27,1950.11,473361
2007-10-05,1957.09,1961.16,1952.28,1952.28,518722
2007-10-08,1976.73,1981.8,1943.65,1943.65,277827
2007-10-09,1897.27,1901.5,1890.43,1901.5,514027
2007-10-10,1912.26,1921.62,1912.26,1917.5,228240
2007-10-11,1926.0,1929.43,1916.79,1916.79,366483
2007-10-12,1916.79,1949.23,1916.79,1946.55,280806
2007-10-15,1946.55,1962.68,1946.55,1952.4,216406
2007-10-16,1948.39,1950.43,1928.27,1928.27,224403
2007-10-17,1910.81,1910.81,1878.25,1879.64,424357
2007-10-18,1879.77,1896.56,1879.15,1896.56,245081
2007-10-19,1902.84,1914.3,1902.84,1913.1,92525
2007-10-22,1914.34,1915.17,1895.24,1895.54,128606
2007-10-23,1898.0,1898.0,1884.87,1886.05,230769
2007-10-24,1888.53,1889.17,1881.13,1888.2,497273
2007-10-25,1893.6,1909.17,1891.79,1908.15,122075
2007-10-26,1908.15,1925.7,1908.15,1923.17,294892
2007-10-29,1923.17,1945.34,1923.17,1939.75,1099524
2007-10-30,1944.6,1948.26,1943.05,1943.08,365788
2007-10-31,1944.43,1944.47,1933.36,1934.45,394364
2007-11-01,1932.75,1933.77,1915.0,1915.63,1925086
2007-11-02,1917.47,1917.47,1891.0,1891.0,226474
2007-11-05,1888.81,1888.81,1845.51,1845.51,199328
2007-11-06,1835.65,1851.93,1832.24,1851.93,794886
2007-11-07,1871.91,1887.23,1871.23,1878.24,527386
2007-11-08,1878.96,1878.96,1860.97,1860.97,551454
2007-11-09,1861.23,1861.23,1820.45,1823.36,207096
2007-11-12,1812.29,1812.29,1768.97,1769.61,994030
2007-11-13,1757.55,1758.6,1743.08,1743.43,1414771
2007-11-14,1739.29,1783.68,1739.29,1779.36,442456
2007-11-15,1783.98,1792.34,1768.91,1769.36,388567
2007-11-16,1776.04,1781.24,1742.74,1742.74,818248
2007-11-19,1752.54,1752.54,1729.92,1730.06,161885
2007-11-20,1726.71,1728.05,1654.88,1655.91,131439
2007-11-21,1657.88,1668.76,1633.09,1636.63,506785
2007-11-22,1673.12,1674.0,1659.72,1661.6,334553
2007-11-23,1663.37,1671.52,1647.74,1652.93,93320
2007-11-26,1650.6,1655.58,1632.33,1643.16,194461
2007-11-27,1645.38,1645.39,1634.0,1639.41,107952
2007-11-28,1656.13,1681.02,1656.13,1664.95,2746482
2007-11-29,1686.52,1725.21,1686.52,1715.27,276036
2007-11-30,1721.83,1753.31,1720.77,1750.0,790377
2007-12-03,1770.63,1793.61,1770.63,1784.06,337881
2007-12-04,1777.04,1778.67,1742.01,1747.4,109946
2007-12-05,1746.12,1753.76,1736.01,1751.84,95860
2007-12-06,1746.61,1751.46,1738.31,1739.11,377790
2007-12-07,1735.02,1742.62,1725.79,1729.51,2585104
2007-12-10,1762.31,1762.31,1719.17,1719.17,551185
2007-12-11,1726.98,1727.59,1716.47,1723.65,693353
2007-12-12,1709.96,1715.09,1706.4,1706.4,306433
2007-12-13,1719.1,1729.87,1711.99,1720.62,221044
2007-12-14,1716.8,1720.91,1703.95,1709.31,203808
2007-12-17,1714.2,1714.2,1686.25,1694.7,236211
2007-12-18,1696.08,1698.2,1680.67,1684.33,233244
2007-12-19,1636.1,1664.86,1563.93,1647.01,637980
2007-12-20,1664.46,1723.3,1664.46,1722.5,332319
2007-12-21,1732.88,1757.93,1732.88,1751.01,1936886
2008-01-02,1767.88,1767.88,1734.21,1737.42,226474
2008-01-03,1734.12,1734.12,1707.45,1707.48,199328
2008-01-04,1707.18,1713.21,1696.62,1705.88,794886
2008-01-07,1708.48,1717.72,1698.77,1699.78,139494
2008-01-08,1694.9,1694.9,1677.68,1679.53,485673
2008-01-09,1680.56,1683.15,1633.04,1673.13,1606092
2008-01-10,1673.13,1677.47,1636.61,1670.99,102601
2008-01-11,1672.34,1672.86,1644.58,1660.13,139025
2008-01-14,1659.62,1664.76,1617.31,1618.9,269180
2008-01-15,1639.56,1639.56,1552.29,1561.34,1721344
2008-01-16,1557.95,1557.95,1434.02,1482.39,573928
2008-01-17,1489.46,1547.37,1489.46,1499.99,529801
2008-01-18,1505.16,1505.16,1485.34,1490.09,923075
2008-01-21,1487.77,1488.18,1399.89,1418.47,419341
2008-01-22,1342.49,1387.58,1233.14,1384.29,782826
2008-01-23,1394.59,1451.93,1379.01,1381.29,670475
2008-01-24,1416.7,1416.7,1296.17,1321.03,814278
2008-01-25,1321.03,1402.76,1321.03,1402.76,268050
2008-01-28,1387.78,1391.55,1356.94,1366.63,125403
2008-01-29,1372.66,1379.59,1342.08,1354.75,234733
2008-01-30,1354.75,1363.97,1327.41,1363.97,350664
2008-01-31,1362.31,1403.3,1342.12,1403.3,400689
2008-02-01,1375.68,1381.18,1361.87,1377.59,139494
2008-02-04,1378.31,1427.1,1378.31,1422.76,684946
2008-02-05,1426.05,1450.79,1425.18,1428.47,220861
2008-02-06,1428.47,1428.47,1379.97,1408.96,251542
2008-02-07,1416.43,1437.75,1408.01,1412.64,1098232
2008-02-08,1412.26,1426.83,1411.31,1422.35,348311
2008-02-11,1422.45,1425.55,1417.37,1421.42,129665
2008-02-12,1422.46,1422.46,1403.83,1406.11,210013
2008-02-13,1419.38,1420.92,1403.88,1415.61,767875
2008-02-14,1419.02,1424.86,1416.53,1424.75,237847
2008-02-15,1424.43,1425.09,1415.33,1421.81,273371
2008-02-18,1424.17,1424.63,1409.46,1409.53,732001
2008-02-19,1405.15,1409.77,1405.02,1407.36,70532
2008-02-20,1411.78,1421.29,1402.45,1421.29,134980
2008-02-21,1416.3,1418.09,1410.46,1413.18,125067
2008-02-22,1411.2,1418.18,1411.2,1413.24,63443
2008-02-25,1410.63,1410.63,1407.34,1408.58,43201
2008-02-26,1433.29,1433.29,1410.9,1413.14,82601
2008-02-27,1411.89,1425.55,1409.93,1423.64,62498
2008-02-28,1427.02,1427.02,1402.24,1417.18,98803
2008-02-29,1406.7,1429.56,1399.31,1429.56,357585
2008-03-04,1412.66,1412.66,1376.47,1386.51,297303
2008-03-05,1385.9,1386.67,1374.68,1385.61,3255799
2008-03-06,1384.58,1384.58,1369.85,1382.24,206040
2008-03-07,1374.8,1374.8,1359.72,1359.72,394907
2008-03-10,1355.56,1358.84,1346.56,1347.52,377936
2008-03-11,1345.3,1345.3,1321.4,1333.51,259245
2008-03-12,1346.68,1354.72,1326.03,1329.98,601854
2008-03-13,1328.48,1341.88,1322.54,1341.88,250887
2008-03-14,1342.29,1344.23,1335.37,1344.23,116873
2008-03-17,1322.37,1322.37,1296.51,1296.51,318065
2008-03-18,1296.2,1296.43,1260.14,1268.27,323013
2008-03-19,1290.65,1293.46,1269.99,1276.62,242847
2008-03-20,1265.7,1265.7,1225.56,1230.37,272564
2008-03-21,1229.08,1229.08,1178.62,1185.5,234678
2008-03-24,1181.31,1209.18,1139.96,1200.31,236293
2008-03-25,1222.4,1245.39,1220.55,1235.21,183591
2008-03-26,1236.45,1262.5,1231.15,1262.5,315577
2008-03-27,1259.06,1259.06,1244.53,1244.53,162212
2008-03-28,1244.72,1253.02,1239.48,1246.97,149060
2008-03-31,1249.74,1250.45,1241.68,1246.33,786882
2008-04-01,1236.89,1236.89,1211.81,1211.81,151661
2008-04-02,1226.31,1232.17,1218.34,1218.88,192436
2008-04-03,1218.88,1225.68,1197.91,1204.48,130215
2008-04-04,1198.31,1205.55,1196.84,1203.5,192321
2008-04-07,1206.06,1218.14,1201.49,1205.05,131911
2008-04-08,1202.16,1210.9,1202.16,1206.09,933117
2008-04-09,1208.28,1225.99,1208.28,1212.64,1042246
2008-04-10,1215.21,1216.11,1203.61,1203.61,79899
2008-04-11,1203.21,1206.86,1198.95,1199.85,70453
2008-04-14,1189.05,1194.8,1187.33,1188.23,124955
2008-04-15,1181.93,1184.03,1159.45,1164.65,711546
2008-04-16,1170.68,1178.87,1140.49,1142.01,2562694
2008-04-17,1156.45,1156.45,1121.08,1122.48,135118
2008-04-18,1123.81,1149.88,1110.76,1147.84,364494
2008-04-21,1162.6,1168.17,1156.25,1161.11,166337
2008-04-22,1165.43,1165.43,1152.89,1155.14,118258
2008-04-23,1155.16,1155.16,1139.9,1139.9,165003
2008-04-24,1139.02,1146.68,1134.56,1139.23,189481
2008-04-25,1141.29,1147.84,1132.49,1147.84,345966
2008-04-29,1146.62,1152.04,1145.35,1151.8,123967
2008-04-30,1152.78,1155.61,1136.43,1138.48,93366
2008-05-07,1135.13,1140.48,1120.83,1131.81,596759
2008-05-08,1133.3,1133.3,1114.28,1118.38,147223
2008-05-09,1120.61,1143.3,1115.8,1142.38,146261
2008-05-12,1170.31,1181.18,1170.31,1176.71,93847
2008-05-13,1195.27,1232.74,1195.27,1217.96,283993
2008-05-14,1222.49,1230.13,1184.18,1198.09,326074
2008-05-15,1188.89,1199.83,1188.89,1198.97,174481
2008-05-16,1197.9,1225.59,1197.9,1223.81,216492
2008-05-19,1242.26,1264.95,1241.74,1263.54,296195
2008-05-20,1280.73,1296.8,1265.73,1268.74,289811
2008-05-21,1248.18,1267.91,1248.18,1251.83,177270
2008-05-22,1251.83,1251.93,1238.75,1251.93,87703
2008-05-23,1253.41,1257.64,1247.9,1250.12,48770
2008-05-26,1240.24,1240.24,1217.16,1218.43,95782
2008-05-27,1216.06,1223.35,1209.62,1216.15,146690
2008-05-28,1219.77,1245.13,1219.76,1245.13,167578
2008-05-29,1250.0,1252.51,1242.75,1244.08,184599
2008-05-30,1244.12,1260.0,1233.43,1260.0,435421
2008-06-02,1249.87,1249.87,1237.68,1240.26,157633
2008-06-03,1239.66,1243.77,1229.46,1239.0,150197
2008-06-04,1239.89,1242.43,1235.15,1235.15,118955
2008-06-05,1236.84,1236.84,1218.67,1227.36,185252
2008-06-06,1227.43,1228.47,1223.68,1225.34,84112
2008-06-09,1225.34,1225.34,1201.55,1206.39,230550
2008-06-10,1207.56,1207.56,1194.63,1196.91,166614
2008-06-11,1200.48,1202.91,1192.15,1194.24,215604
2008-06-16,1198.22,1208.03,1190.74,1193.17,68710
2008-06-17,1194.28,1200.55,1186.4,1188.64,84009
2008-06-18,1188.64,1206.01,1188.64,1206.01,90539
2008-06-19,1206.01,1206.13,1187.01,1193.11,181634
2008-06-20,1193.11,1199.84,1184.15,1194.5,51475
2008-06-23,1194.5,1194.5,1173.05,1174.36,46923
2008-06-24,1171.68,1172.63,1135.58,1135.81,111765
2008-06-25,1135.81,1153.93,1132.92,1151.85,61007
2008-06-26,1151.85,1164.01,1151.23,1152.68,229370
2008-06-27,1152.68,1152.68,1115.48,1141.47,499655
2008-06-30,1141.26,1159.35,1135.81,1137.15,282464
2008-07-01,1153.9,1154.96,1121.2,1128.61,63520
2008-07-02,1128.61,1136.85,1122.26,1130.39,291306
2008-07-03,1130.39,1130.39,1106.39,1106.62,117486
2008-07-04,1106.62,1117.72,1103.81,1114.76,78367
2008-07-07,1113.06,1115.41,1107.86,1110.53,504287
2008-07-08,1111.93,1111.93,1093.92,1100.63,78533
2008-07-09,1100.63,1106.42,1096.79,1101.04,96094
2008-07-10,1101.04,1129.54,1097.16,1106.83,143060
2008-07-11,1106.83,1113.88,1082.25,1092.49,92349
2008-07-14,1087.3,1088.16,1060.83,1069.93,142049
2008-07-15,1083.64,1083.64,1058.3,1068.76,677560
2008-07-16,1068.76,1068.8,1014.68,1022.74,313786
2008-07-17,1022.74,1058.81,1022.74,1035.68,162199
2008-07-18,1035.68,1046.06,1020.97,1021.02,64007
2008-07-21,1022.57,1041.72,1022.57,1032.37,122451
2008-07-22,1024.13,1039.49,1020.53,1027.5,54502
2008-07-23,1027.5,1034.49,1020.73,1023.11,105973
2008-07-24,1023.11,1054.21,1018.32,1033.31,135425
2008-07-25,1033.31,1042.45,1027.73,1028.18,241189
2008-07-28,1028.18,1029.47,1014.58,1018.75,104307
2008-07-29,1018.75,1018.75,979.79,1006.51,184311
2008-07-30,1006.51,1023.26,1003.47,1023.26,211874
2008-07-31,1023.26,1023.36,976.11,1014.33,217297
2008-08-01,1014.33,1014.33,990.0,1012.57,132513
2008-08-04,1012.57,1012.82,991.87,1000.57,277235
2008-08-05,1000.57,1003.0,988.54,999.99,156262
2008-08-06,999.99,1010.07,995.22,1006.01,339771
2008-08-07,1006.01,1009.92,995.26,1003.89,343106
2008-08-08,1003.89,1009.0,998.6,1008.55,92733
2008-08-11,1008.55,1022.32,1008.55,1022.32,236944
2008-08-12,1022.32,1035.46,1020.56,1031.46,533403
2008-08-13,1031.46,1042.35,1031.46,1033.93,228200
2008-08-14,1033.93,1040.59,1019.4,1035.29,82340
2008-08-15,1035.29,1040.68,1022.78,1037.91,448504
2008-08-18,1037.91,1040.45,1027.29,1035.67,88856
2008-08-19,1035.67,1035.67,1023.14,1027.39,131057
2008-08-20,1027.39,1028.45,1021.69,1024.5,173664
2008-08-21,1024.5,1029.59,1019.36,1025.6,146816
2008-08-22,1025.6,1027.3,1017.57,1025.54,75910
2008-08-25,1025.54,1030.92,1012.08,1020.81,102979
2008-08-26,1020.81,1028.65,1010.29,1017.03,275010
2008-08-27,1017.03,1023.22,1006.6,1020.31,5327561
2008-08-28,1020.31,1030.88,1013.61,1030.88,142487
2008-08-29,1030.88,1038.2,1017.66,1027.99,202317
2008-09-01,1027.99,1027.99,1005.36,1009.61,123162
2008-09-02,1009.61,1015.86,993.63,996.26,312299
2008-09-03,996.26,1009.21,988.62,996.09,74733
2008-09-04,996.09,1004.16,982.37,989.22,207392
2008-09-05,989.22,989.22,977.79,977.79,325826
2008-09-08,977.79,992.47,977.79,986.34,172068
2008-09-09,986.34,998.07,985.39,989.55,89798
2008-09-10,989.55,989.75,974.79,986.22,205073
2008-09-11,986.22,989.04,963.42,966.02,184270
2008-09-12,966.02,973.34,950.72,959.17,417321
2008-09-15,959.17,959.17,914.01,931.02,159833
2008-09-16,931.02,931.02,883.69,885.42,448498
2008-09-17,885.42,902.48,885.42,891.27,445791
2008-09-18,891.27,891.27,813.59,839.35,383263
2008-09-19,839.35,885.66,839.35,853.75,475388
2008-09-23,853.75,856.27,838.77,846.76,274381
2008-09-24,846.76,856.18,845.27,855.46,362427
2008-09-25,855.46,857.13,843.96,848.74,525839
2008-09-26,848.74,856.67,820.36,820.36,345586
2008-09-29,820.36,850.93,814.56,850.22,506984
2008-09-30,850.22,850.22,780.83,792.48,535501
2008-10-01,792.48,821.48,792.48,802.94,1027270
2008-10-02,802.94,803.56,772.42,781.48,124790
2008-10-03,781.48,781.48,736.87,751.67,364166
2008-10-06,751.67,751.67,679.24,688.27,734080
2008-10-07,688.27,688.27,646.14,654.42,960407
2008-10-08,654.42,654.42,595.0,605.59,1235866
2008-10-09,605.59,647.13,605.59,638.76,1193847
2008-10-10,638.76,638.76,583.8,585.39,880828
2008-10-13,585.39,633.47,585.39,600.8,252221
2008-10-14,600.8,679.19,600.8,646.25,891651
2008-10-15,646.25,648.11,625.87,641.46,472245
2008-10-16,641.46,641.46,575.09,607.74,526900
2008-10-17,607.74,636.21,607.74,618.46,528496
2008-10-20,618.46,630.59,617.01,623.26,563844
2008-10-21,623.26,643.73,623.26,637.36,275916
2008-10-22,637.36,637.36,602.5,604.97,385839
2008-10-23,604.97,604.97,591.12,598.51,374138
2008-10-24,598.51,598.51,548.0,548.02,359790
2008-10-27,548.02,551.09,520.43,526.76,361817
2008-10-28,526.76,541.44,518.0,523.41,262136
2008-10-29,523.41,544.36,513.07,513.12,375912
2008-10-30,513.12,518.57,488.28,501.87,231625
2008-10-31,501.87,513.41,483.52,492.18,335559
2008-11-03,492.18,495.04,474.88,482.51,189789
2008-11-04,482.51,486.15,457.19,480.33,396572
2008-11-05,480.33,503.52,480.33,488.19,508516
2008-11-06,488.19,488.19,468.32,472.05,335202
2008-11-07,472.05,472.05,461.01,467.83,174240
2008-11-10,467.83,479.03,465.67,465.95,155777
2008-11-11,465.95,466.05,456.3,456.73,227731
2008-11-12,456.73,457.89,439.35,439.74,247849
2008-11-13,439.74,439.74,407.24,407.24,622566
2008-11-14,407.24,415.38,389.39,391.47,333693
2008-11-17,391.47,391.47,361.41,361.41,1566905
2008-11-18,361.41,361.41,321.76,322.6,526990
2008-11-19,322.6,350.02,322.6,337.09,566208
2008-11-20,337.09,337.09,318.52,319.04,634401
