date,y_true,var_01,var_025,var_05,es_025,fm_median
2018-01-02,0.01065964,-0.01213510,-0.00916167,-0.00699484,-0.01260202,0.00124401
2018-01-03,0.00055483,-0.01284572,-0.00976310,-0.00744491,-0.01324343,0.00186849
2018-01-04,0.00860408,-0.01281483,-0.00977735,-0.00753651,-0.01325781,0.00115374
2018-01-05,0.00177842,-0.01268453,-0.00963855,-0.00736351,-0.01309548,0.00167727
2018-01-08,-0.00486563,-0.01198948,-0.00903975,-0.00687377,-0.01243209,0.00144409
2018-01-09,-0.00111838,-0.01331220,-0.01032244,-0.00810748,-0.01373694,0.00055958
2018-01-10,0.01417010,-0.01343022,-0.01033989,-0.00807580,-0.01390030,0.00060438
2018-01-11,0.00692509,-0.01456093,-0.01088824,-0.00820514,-0.01512919,0.00196250
2018-01-12,0.01024924,-0.01354076,-0.01019542,-0.00771618,-0.01401500,0.00194385
2018-01-15,0.00602390,-0.01345129,-0.01017424,-0.00771197,-0.01387653,0.00215105
2018-01-16,0.00152479,-0.01227582,-0.00915107,-0.00679229,-0.01266890,0.00274527
2018-01-17,-0.00777406,-0.01259715,-0.00929745,-0.00686719,-0.01308330,0.00251895
2018-01-18,0.00188592,-0.01480833,-0.01120476,-0.00861672,-0.01542376,0.00095346
2018-01-19,0.00068874,-0.01335129,-0.01003312,-0.00763986,-0.01390444,0.00128447
2018-01-22,-0.00517008,-0.01328803,-0.00994380,-0.00755096,-0.01387123,0.00120310
2018-01-23,0.00177803,-0.01516670,-0.01170405,-0.00918698,-0.01571845,0.00033258
2018-01-24,-0.00337530,-0.01386183,-0.01046611,-0.00802141,-0.01443383,0.00095970
2018-01-25,0.00180911,-0.01380062,-0.01042515,-0.00800166,-0.01437805,0.00090614
2018-01-26,0.00204544,-0.01339771,-0.01006493,-0.00766739,-0.01396160,0.00115834
2018-01-29,-0.00023959,-0.01316440,-0.00950437,-0.00699992,-0.01397071,0.00145039
2018-01-30,0.00190107,-0.01370222,-0.00988408,-0.00728798,-0.01456999,0.00133443
2018-01-31,0.00271157,-0.01230975,-0.00908057,-0.00679084,-0.01290153,0.00150387
2018-02-01,-0.00127760,-0.01251749,-0.00916474,-0.00682255,-0.01318247,0.00141913
2018-02-02,0.01102328,-0.01293700,-0.00963007,-0.00730200,-0.01356684,0.00101149
2018-02-05,-0.00500060,-0.01276555,-0.00940207,-0.00698519,-0.01333827,0.00192210
2018-02-06,-0.03630145,-0.01387059,-0.01051452,-0.00807946,-0.01441119,0.00113886
2018-02-07,0.01553203,-0.03114161,-0.02551411,-0.02138028,-0.03198407,-0.00487111
2018-02-08,-0.00384256,-0.01861406,-0.01333635,-0.00970001,-0.01973749,0.00284504
2018-02-09,-0.00695115,-0.01828226,-0.01347695,-0.01022087,-0.01939284,0.00079404
2018-02-12,0.00408463,-0.01788541,-0.01342328,-0.01035768,-0.01884898,0.00025260
2018-02-13,0.00192148,-0.01439668,-0.01065683,-0.00804946,-0.01514620,0.00114251
2018-02-14,-0.00116105,-0.01468487,-0.01086006,-0.00821549,-0.01548472,0.00098278
2018-02-15,-0.00517659,-0.01521420,-0.01105236,-0.00828353,-0.01626362,0.00065087
2018-02-16,0.00397111,-0.01372633,-0.01047414,-0.00817063,-0.01432586,0.00016022
2018-02-19,-0.00630935,-0.01498045,-0.01063816,-0.00776097,-0.01609622,0.00145265
2018-02-20,0.00337570,-0.01494790,-0.01116684,-0.00858501,-0.01578955,0.00017370
