date,y_true,var_01,var_025,var_05,es_025,fm_median
2018-12-17,-0.00149707,-0.00378983,-0.00316705,-0.00261378,-0.00420948,-0.00008023
2018-12-18,-0.00014363,-0.00406336,-0.00331440,-0.00269500,-0.00420948,-0.00006531
2018-12-19,-0.00141004,-0.00422076,-0.00339295,-0.00274241,-0.00420948,-0.00011421
2018-12-20,0.00040030,-0.00424929,-0.00349043,-0.00286796,-0.00420948,-0.00024962
2018-12-21,0.00131251,-0.00402666,-0.00331019,-0.00271808,-0.00420948,-0.00018719
2018-12-24,0.00242629,-0.00447462,-0.00363307,-0.00296610,-0.00420948,-0.00018819
2018-12-25,0.00074305,-0.00394456,-0.00330640,-0.00272692,-0.00420948,0.00002852
2018-12-26,-0.00023990,-0.00383509,-0.00319827,-0.00262782,-0.00420948,0.00006055
2018-12-27,0.00217600,-0.00419853,-0.00329861,-0.00262145,-0.00420948,0.00002784
2018-12-28,-0.00350787,-0.00418324,-0.00350869,-0.00289568,-0.00420948,0.00004381
2018-12-31,-0.00328709,-0.00425083,-0.00363442,-0.00305749,-0.00420948,0.00002363
2019-01-01,-0.00212851,-0.00403039,-0.00358992,-0.00317930,-0.00420948,0.00001945
2019-01-02,0.00175528,-0.00430483,-0.00373254,-0.00326385,-0.00420948,-0.00012542
2019-01-03,0.00082020,-0.00376441,-0.00335162,-0.00299665,-0.00423081,-0.00007203
2019-01-04,-0.00390470,-0.00394862,-0.00341407,-0.00300253,-0.00423081,-0.00005140
2019-01-07,-0.00307061,-0.00409956,-0.00374275,-0.00332582,-0.00416559,-0.00013807
2019-01-08,0.00003515,-0.00441947,-0.00403177,-0.00358971,-0.00416559,-0.00027716
2019-01-09,0.00260237,-0.00399650,-0.00363204,-0.00321464,-0.00416559,-0.00007224
2019-01-10,-0.00027320,-0.00397519,-0.00363849,-0.00323105,-0.00416559,-0.00003036
2019-01-11,-0.00232917,-0.00394131,-0.00358686,-0.00318759,-0.00416559,-0.00015412
2019-01-14,-0.00030519,-0.00408752,-0.00372835,-0.00331269,-0.00416559,-0.00013977
2019-01-15,-0.00086920,-0.00393157,-0.00359954,-0.00320423,-0.00416559,-0.00011267
2019-01-16,-0.00022723,-0.00402245,-0.00349886,-0.00302228,-0.00416559,0.00000761
2019-01-17,-0.00025860,-0.00380229,-0.00343907,-0.00304245,-0.00416559,-0.00009553
2019-01-18,0.00001174,-0.00375986,-0.00338298,-0.00298886,-0.00416559,-0.00015606
2019-01-21,0.00161721,-0.00376646,-0.00322005,-0.00282928,-0.00416559,-0.00010602
2019-01-22,0.00049287,-0.00384747,-0.00332020,-0.00292671,-0.00416559,-0.00007807
2019-01-23,0.00144594,-0.00377100,-0.00322866,-0.00283687,-0.00416559,-0.00007686
2019-01-24,0.00283103,-0.00369011,-0.00321143,-0.00283801,-0.00416559,0.00001039
2019-01-25,0.00118698,-0.00418609,-0.00351925,-0.00303759,-0.00416559,0.00004339
2019-01-28,-0.00253132,-0.00419685,-0.00350110,-0.00300242,-0.00416559,0.00014171
2019-01-29,0.00377899,-0.00425517,-0.00373732,-0.00331431,-0.00416559,-0.00007347
2019-01-30,0.00024469,-0.00425003,-0.00366354,-0.00319024,-0.00416559,0.00020025
2019-01-31,0.00048151,-0.00433509,-0.00372373,-0.00325707,-0.00416559,-0.00005133
2019-02-01,-0.00088544,-0.00401878,-0.00348922,-0.00307014,-0.00416559,0.00001672
2019-02-04,-0.00240005,-0.00405129,-0.00349930,-0.00306939,-0.00416559,0.00000616
2019-02-05,-0.00054537,-0.00408572,-0.00357204,-0.00316037,-0.00416559,-0.00008106
2019-02-06,0.00132785,-0.00414287,-0.00352258,-0.00307974,-0.00416559,-0.00016580
2019-02-07,0.00324801,-0.00383586,-0.00328068,-0.00287200,-0.00416559,0.00002326
2019-02-08,-0.00046561,-0.00394865,-0.00338537,-0.00295160,-0.00416559,0.00010465
2019-02-11,0.00100465,-0.00421147,-0.00345988,-0.00295316,-0.00416559,-0.00000256
2019-02-12,0.00265199,-0.00373412,-0.00308825,-0.00264207,-0.00416559,0.00020953
2019-02-13,-0.00098641,-0.00380069,-0.00323296,-0.00280265,-0.00416559,0.00021152
2019-02-14,-0.00222793,-0.00381316,-0.00328050,-0.00287669,-0.00416559,0.00002862
2019-02-15,-0.00046554,-0.00405649,-0.00340602,-0.00294074,-0.00416559,0.00002429
2019-02-18,-0.00437541,-0.00386392,-0.00332988,-0.00292212,-0.00416559,-0.00000404
2019-02-19,0.00172521,-0.00436173,-0.00377826,-0.00336918,-0.00439605,-0.00016443
2019-02-20,-0.00152644,-0.00387875,-0.00336915,-0.00300642,-0.00439605,0.00004558
2019-02-21,-0.00074066,-0.00420199,-0.00361551,-0.00321543,-0.00439605,-0.00015938
2019-02-22,-0.00074129,-0.00415852,-0.00352226,-0.00310618,-0.00439605,-0.00014188
2019-02-25,0.00042146,-0.00374410,-0.00331515,-0.00300790,-0.00439605,-0.00010211
2019-02-26,-0.00022243,-0.00374707,-0.00323226,-0.00288728,-0.00439605,-0.00002352
2019-02-27,-0.00046831,-0.00382089,-0.00333775,-0.00300212,-0.00439605,-0.00009047
2019-02-28,0.00045663,-0.00403516,-0.00345315,-0.00306632,-0.00439605,-0.00011016
2019-03-01,-0.00068696,-0.00394517,-0.00339199,-0.00301400,-0.00439605,-0.00009934
2019-03-04,-0.00000395,-0.00388777,-0.00334108,-0.00297036,-0.00439605,-0.00010004
2019-03-05,-0.00002733,-0.00383104,-0.00327288,-0.00289933,-0.00439605,-0.00008681
2019-03-06,-0.00008588,-0.00400350,-0.00336816,-0.00296111,-0.00439605,-0.00016026
2019-03-07,-0.00105892,-0.00383661,-0.00330083,-0.00294239,-0.00439605,-0.00015120
2019-03-08,0.00116825,-0.00410159,-0.00342309,-0.00299755,-0.00439605,-0.00019920
2019-03-11,0.00032794,-0.00400561,-0.00339963,-0.00300027,-0.00439605,-0.00015272
2019-03-12,0.00079989,-0.00403950,-0.00337764,-0.00295678,-0.00439605,-0.00012580
