date,y_true,var_01,var_025,var_05,es_025,fm_median
2018-01-01,0.00055016,-0.00561255,-0.00470140,-0.00396643,-0.00567989,-0.00057786
2018-01-02,-0.00202771,-0.00516487,-0.00431867,-0.00363635,-0.00522765,-0.00048433
2018-01-03,-0.00262260,-0.00552684,-0.00461877,-0.00389390,-0.00560090,-0.00060968
2018-01-04,-0.00367571,-0.00533002,-0.00445218,-0.00374677,-0.00539732,-0.00052198
2018-01-05,0.00008923,-0.00599578,-0.00503775,-0.00426155,-0.00606357,-0.00064846
2018-01-08,0.00090621,-0.00553204,-0.00458350,-0.00383730,-0.00561978,-0.00054152
2018-01-09,0.00500813,-0.00557378,-0.00462087,-0.00386166,-0.00565282,-0.00040446
2018-01-10,0.00433171,-0.00580623,-0.00475065,-0.00390091,-0.00588579,0.00000106
2018-01-11,-0.00391711,-0.00623572,-0.00507410,-0.00414867,-0.00633214,-0.00000831
2018-01-12,-0.00163782,-0.00669468,-0.00557319,-0.00466918,-0.00677813,-0.00049060
2018-01-15,0.00050148,-0.00679449,-0.00563236,-0.00470664,-0.00689106,-0.00051450
2018-01-16,0.00031417,-0.00617989,-0.00506859,-0.00418377,-0.00627262,-0.00020074
2018-01-17,0.00000720,-0.00621477,-0.00512504,-0.00426451,-0.00631244,-0.00044043
2018-01-18,-0.00130786,-0.00602191,-0.00491825,-0.00405640,-0.00613030,-0.00029726
2018-01-19,-0.00095125,-0.00559315,-0.00459189,-0.00378900,-0.00567144,-0.00011487
2018-01-22,0.00270737,-0.00589986,-0.00481000,-0.00395852,-0.00600650,-0.00026342
2018-01-23,-0.00124719,-0.00623977,-0.00507400,-0.00416647,-0.00635708,-0.00023445
2018-01-24,-0.00046565,-0.00624249,-0.00508753,-0.00420396,-0.00637491,-0.00051428
2018-01-25,-0.00297219,-0.00624327,-0.00504449,-0.00413891,-0.00639333,-0.00042883
2018-01-26,-0.00241121,-0.00692107,-0.00565808,-0.00470428,-0.00707950,-0.00077140
2018-01-29,-0.00288655,-0.00670648,-0.00541402,-0.00445083,-0.00688335,-0.00061967
2018-01-30,0.00330892,-0.00682122,-0.00554797,-0.00458192,-0.00697591,-0.00060907
2018-01-31,0.00314409,-0.00646220,-0.00524316,-0.00430171,-0.00659261,-0.00029703
2018-02-01,-0.00168041,-0.00623135,-0.00512038,-0.00423730,-0.00632543,-0.00027785
2018-02-02,0.00045051,-0.00670984,-0.00540792,-0.00442767,-0.00687648,-0.00041767
2018-02-05,0.00346694,-0.00648376,-0.00520168,-0.00423649,-0.00664797,-0.00030475
2018-02-06,-0.00180414,-0.00626464,-0.00514419,-0.00425248,-0.00635850,-0.00022955
2018-02-07,-0.00086600,-0.00679541,-0.00553010,-0.00456224,-0.00694060,-0.00050686
2018-02-08,0.00349540,-0.00641828,-0.00517774,-0.00422809,-0.00655986,-0.00024764
2018-02-09,0.00485155,-0.00606533,-0.00484478,-0.00389716,-0.00619077,0.00016943
2018-02-12,-0.00201864,-0.00633313,-0.00508677,-0.00410519,-0.00644738,0.00021802
2018-02-13,-0.00332463,-0.00646408,-0.00522215,-0.00424984,-0.00658360,-0.00001921
2018-02-14,-0.00040794,-0.00669299,-0.00554729,-0.00462898,-0.00678294,-0.00045538
2018-02-15,-0.00325773,-0.00656948,-0.00538221,-0.00444816,-0.00667929,-0.00035214
2018-02-16,0.00046953,-0.00721602,-0.00591647,-0.00490522,-0.00734725,-0.00056943
2018-02-19,0.00072178,-0.00652979,-0.00527939,-0.00430617,-0.00665584,-0.00010452
2018-02-20,-0.00573361,-0.00631292,-0.00508411,-0.00412885,-0.00643795,-0.00002832
2018-02-21,0.00354246,-0.00748474,-0.00619019,-0.00516778,-0.00760064,-0.00060831
2018-02-22,0.00576859,-0.00668622,-0.00536657,-0.00432932,-0.00680917,0.00027177
2018-02-23,0.00203510,-0.00710431,-0.00577079,-0.00471797,-0.00722404,-0.00003143
2018-02-26,-0.00269197,-0.00728502,-0.00597993,-0.00494578,-0.00739858,-0.00031071
2018-02-27,-0.00043419,-0.00718790,-0.00590238,-0.00488311,-0.00729916,-0.00031122
2018-02-28,0.00105266,-0.00691867,-0.00558760,-0.00456248,-0.00706404,-0.00017002
2018-03-01,0.00094869,-0.00691129,-0.00563819,-0.00464457,-0.00703687,-0.00032566
2018-03-02,0.00236056,-0.00649156,-0.00525192,-0.00428528,-0.00661470,-0.00008388
2018-03-05,0.00118656,-0.00645945,-0.00516982,-0.00417058,-0.00659404,0.00013044
2018-03-06,-0.00085696,-0.00619329,-0.00501462,-0.00408701,-0.00630197,0.00003901
2018-03-07,-0.00004783,-0.00654743,-0.00532644,-0.00437888,-0.00667331,-0.00027483
2018-03-08,0.00554900,-0.00651856,-0.00524068,-0.00427288,-0.00667576,-0.00025778
2018-03-09,-0.00184228,-0.00680699,-0.00542558,-0.00436664,-0.00696307,0.00009484
2018-03-12,-0.00315275,-0.00714075,-0.00580302,-0.00477347,-0.00728759,-0.00040360
2018-03-13,0.00303861,-0.00666408,-0.00538603,-0.00438906,-0.00679067,-0.00005087
2018-03-14,0.00165956,-0.00676132,-0.00532459,-0.00424146,-0.00694365,0.00020199
2018-03-15,-0.00227610,-0.00675929,-0.00544062,-0.00441255,-0.00689050,0.00005634
2018-03-16,0.00303603,-0.00653542,-0.00526862,-0.00427725,-0.00665773,0.00006168
2018-03-19,0.00130472,-0.00605795,-0.00490587,-0.00397743,-0.00614388,0.00031794
2018-03-20,0.00093840,-0.00645855,-0.00522426,-0.00425306,-0.00657253,0.00009111
